no,sid,tid,cid,score
583546824,877281095,237379216,10007,50
584032801,809272178,284619230,10007,50
584766768,804994550,275271156,10007,50
585001982,893959989,274338103,10007,50
585333827,830281220,257119944,10007,50
587227457,803846166,221688011,10007,50
589190464,808530401,261554204,10007,50
589193680,828876108,254108356,10007,50
589293675,886404431,205889102,10007,50
590331886,862053151,290603682,10007,50
590423006,873827777,257472914,10007,50
590465676,820582392,235552524,10007,50
590728569,808465628,240019240,10007,50
591383077,841078533,261369992,10007,50
591711324,893643142,277269946,10007,50
593314579,887192845,225327955,10007,50
593330212,809651554,275409766,10007,50
595600955,829142005,249887549,10007,50
596226020,899091735,204142501,10007,50
596898016,828799646,243511113,10007,50
597034973,816424053,291471113,10007,50
597107757,855484465,296745263,10007,50
597530533,891911047,278230791,10007,50
598421187,887404039,232922556,10007,50
599327413,809685514,212990931,10007,50
500805521,802818413,231391063,10008,50
501538331,886636848,287883325,10008,50
501803579,892311027,206228742,10008,50
502630002,883052608,286535316,10008,50
502840952,891186107,252013720,10008,50
503118590,803376163,214257197,10008,50
504211720,844171704,296032324,10008,50
504534306,872414909,267084653,10008,50
506659966,840559603,249151442,10008,50
509172976,825983836,221331651,10008,50
509846532,874827994,294727048,10008,50
511754770,883568622,270008894,10008,50
511989426,812755099,203686042,10008,50
511996865,845147371,288487517,10008,50
512261513,802015287,215178356,10008,50
512323519,882160551,252686016,10008,50
513122673,801631332,211996929,10008,50
514940034,853317656,283040029,10008,50
516418052,868565194,232353697,10008,50
516711082,867638461,217155734,10008,50
517375826,871340385,202682273,10008,50
517874327,834217084,299976550,10008,50
519026419,803780923,254878468,10008,50
519033515,884014036,264810859,10008,50
519132379,855822803,293095071,10008,50
519324280,822412002,249750598,10008,50
519619254,880771706,276968581,10008,50
519798572,827854264,278346176,10008,50
521005328,869944569,287798739,10008,50
522157953,811986145,252835005,10008,50
522339384,849927750,244472699,10008,50
523072462,836105573,232130155,10008,50
525013167,863296647,203736025,10008,50
525403395,824300253,287729928,10008,50
526508419,884633781,201406754,10008,50
528279608,866412159,244808369,10008,50
528369876,874111587,268911409,10008,50
531313121,806251393,259736210,10008,50
532069535,809578328,277132149,10008,50
532266600,863269495,246906030,10008,50
532352210,827078430,283727672,10008,50
532456671,812274004,280412088,10008,50
532606664,863411846,260615721,10008,50
532665350,847532259,224356586,10008,50
533377078,832266391,293743480,10008,50
533389659,848415766,266451568,10008,50
533821879,884342216,290942488,10008,50
534186733,825996980,264242506,10008,50
534299036,869944178,212954178,10008,50
534345343,832669457,216367022,10008,50
534473486,847987644,220109464,10008,50
535006213,891164015,206961923,10008,50
535156166,853318905,260870990,10008,50
536003160,831802482,282161150,10008,50
536517653,814659206,296070299,10008,50
537702773,837644999,290466550,10008,50
537940814,870735638,222532810,10008,50
537966995,836200169,220893734,10008,50
538678388,859249372,233392216,10008,50
539748058,806762120,229342255,10008,50
541387489,856026347,212535402,10008,50
541874149,863726375,264237224,10008,50
542474943,864616611,261273230,10008,50
542833904,814956791,218086787,10008,50
542904972,804750655,287713283,10008,50
544046909,886196396,296400745,10008,50
544159588,827528868,269081945,10008,50
544249008,898499895,242369667,10008,50
546824891,881271854,294759126,10008,50
550292482,886891170,254673198,10008,50
551869350,866647600,294257016,10008,50
552420131,848210532,293233435,10008,50
552483882,802568386,291479126,10008,50
553919081,809138541,228152383,10008,50
554748303,809372180,287741558,10008,50
555054648,885297581,266939108,10008,50
555253515,878779876,201240975,10008,50
558566952,822865685,250866734,10008,50
559888011,852090802,267529775,10008,50
560034251,807824361,202627318,10008,50
560340162,818120295,252675377,10008,50
560896567,869296246,270664231,10008,50
560984241,828989714,291176462,10008,50
562161897,864535370,275779529,10008,50
564227962,850190012,204557177,10008,50
564522226,830248959,214913094,10008,50
564535764,875494303,268620399,10008,50
564925556,819260773,213082875,10008,50
565825088,880112257,202101390,10008,50
566244112,814312508,273665223,10008,50
566340282,821906596,244755662,10008,50
566585840,896957547,221059913,10008,50
567129714,881447739,204791157,10008,50
570013300,878353638,213029627,10008,50
570219473,878037492,239195707,10008,50
570603366,884369111,247423334,10008,50
570902010,889723048,210637718,10008,50
571141917,832233907,245689731,10008,50
571149680,883908141,234091988,10008,50
573282849,891151145,212649185,10008,50
573844398,840740825,299426185,10008,50
575813658,835763261,232340466,10008,50
575862755,864149066,298738355,10008,50
577378788,824608218,248706248,10008,50
579669349,826968898,232557058,10008,50
580206323,892865304,207214549,10008,50
580493640,834581915,267273366,10008,50
581680974,839730771,213246431,10008,50
581903174,888881516,210005075,10008,50
582532387,849805650,285956139,10008,50
582970188,808240476,246351242,10008,50
585015982,886013401,210301694,10008,50
586420167,873267251,275275338,10008,50
586427425,873356876,250303764,10008,50
588069763,838026291,272948279,10008,50
588319110,861984474,208832419,10008,50
590087903,805947749,268070881,10008,50
590764265,845400438,261389256,10008,50
591287854,838922978,240898087,10008,50
591312182,842932233,226268945,10008,50
592222307,865361929,266093529,10008,50
593721353,814086155,285404316,10008,50
595871080,820707097,209640323,10008,50
598375095,820416869,256275423,10008,50
599496430,869940133,296469274,10008,50
500293646,878797732,222498727,10009,50
500311791,856339868,209649688,10009,50
500850874,835681814,289492368,10009,50
501077028,839432986,208561280,10009,50
501112268,846571046,228382027,10009,50
501817539,894636229,212990931,10009,50
503590227,896803581,259095229,10009,50
505123299,842003359,264515304,10009,50
505129178,875295376,297206498,10009,50
505246328,811762789,295714376,10009,50
506257399,842465948,281380643,10009,50
506418585,805846339,237501044,10009,50
506595591,895731582,261523943,10009,50
506787963,806110871,279047394,10009,50
507100781,868680705,285545013,10009,50
507271324,812573875,226254374,10009,50
507441711,891397977,267491569,10009,50
507889730,868844913,234473031,10009,50
508479837,801029666,232666441,10009,50
508786788,852994033,299538317,10009,50
509184717,813946367,285349980,10009,50
509378019,835823840,237625434,10009,50
509922952,802231821,299472315,10009,50
510319470,861489230,206366792,10009,50
511207945,883719233,229268467,10009,50
511868180,834508352,299006305,10009,50
512529113,856655676,281678164,10009,50
512737227,810802615,235011703,10009,50
516813882,815876433,201001907,10009,50
518123770,808719840,267972938,10009,50
520067316,852074351,215172931,10009,50
523802913,818618200,273599318,10009,50
525309753,835375910,257876979,10009,50
527382651,877260553,259536572,10009,50
528536042,882139069,290350823,10009,50
529617449,893696139,264963177,10009,50
530263033,808090436,217193004,10009,50
530791998,840346892,297499695,10009,50
531227642,855616270,247949899,10009,50
531449044,849760891,291904551,10009,50
531713629,892650274,229684788,10009,50
532414868,820940181,283515181,10009,50
532480432,856125361,258214369,10009,50
534673769,822924319,234389083,10009,50
534728060,883779597,227393157,10009,50
535541324,871097443,205078890,10009,50
536200056,816387729,274201589,10009,50
538081954,852995076,271370971,10009,50
543997781,873556390,267229851,10009,50
545065140,887678252,256857296,10009,50
547109677,819819105,225966763,10009,50
547695622,858224924,248111210,10009,50
547854084,895882230,214200983,10009,50
551129822,874815633,264298332,10009,50
551513547,809268965,254938105,10009,50
551561069,823087318,204629000,10009,50
553088124,870400703,224219441,10009,50
555211603,823638615,256967069,10009,50
557531685,898019900,253880941,10009,50
557619619,870415456,278053207,10009,50
558636732,803592611,272088367,10009,50
560857183,820040752,292335820,10009,50
561013700,898824171,203889547,10009,50
562128112,864740725,250173588,10009,50
562924100,804388978,277880753,10009,50
563116251,864305350,279333383,10009,50
563969584,860076513,250982339,10009,50
564422456,887970594,293687696,10009,50
565011775,887270817,207899000,10009,50
565441795,820507136,292840633,10009,50
566634916,802559668,234273899,10009,50
567265275,848017212,256917826,10009,50
567409169,867388297,236118094,10009,50
567478576,829383215,273809691,10009,50
568367062,813141196,274680330,10009,50
569030344,854500919,244387811,10009,50
569205599,855602484,246423935,10009,50
570135291,842857294,279922951,10009,50
571044264,890751282,292983345,10009,50
571515251,885636176,215488181,10009,50
573180187,883834278,224492012,10009,50
573559713,897528380,253162853,10009,50
574809571,814589204,254564427,10009,50
575220389,802458436,256837665,10009,50
575255017,809208914,229855595,10009,50
575829826,868477988,218611537,10009,50
577015026,852999461,218784566,10009,50
577021960,846380729,238448231,10009,50
577749352,805798851,280348725,10009,50
579784304,856269942,299082525,10009,50
582269606,887520776,286033484,10009,50
583154041,830733918,247328698,10009,50
583285034,873562632,277745449,10009,50
583299648,841892608,245953899,10009,50
584803266,868241336,246523368,10009,50
586150689,833174254,201066381,10009,50
586476220,869692676,294380213,10009,50
587720279,828320462,253199328,10009,50
589485744,868167883,212048221,10009,50
589703219,829515235,214455768,10009,50
590711595,860897773,284205799,10009,50
591612479,841008289,276248223,10009,50
592204431,867909788,206706488,10009,50
592272450,873078724,225773479,10009,50
592592908,882163223,268166525,10009,50
593446431,878453621,297363589,10009,50
593669102,805196558,265685710,10009,50
593852519,868905799,264214595,10009,50
595118110,817811600,273110140,10009,50
595342259,849359063,222875007,10009,50
596665114,817362616,281244642,10009,50
597403671,889482228,255001142,10009,50
598613845,871974446,237069723,10009,50
599219899,896934509,227310051,10009,50
599884131,849124927,247143327,10009,50
599904169,860301626,288018136,10009,50
502683934,852562854,203889547,10010,50
502975942,864043982,218784566,10010,50
503767561,850662150,224355228,10010,50
504220826,864429999,277601320,10010,50
504429032,842935615,211609706,10010,50
505039731,886363298,267704516,10010,50
506115470,820528963,217228828,10010,50
506236635,860822447,202115290,10010,50
506391235,812445870,270552374,10010,50
506680189,824172802,261976206,10010,50
508578867,889336660,239633318,10010,50
508683476,804651343,297410796,10010,50
510054485,817882565,259065474,10010,50
510778743,898848176,265743410,10010,50
511910561,884323404,258193707,10010,50
512142908,853362083,267701888,10010,50
513065833,872153298,292128821,10010,50
513720100,879580310,221528915,10010,50
515003618,881793505,299295195,10010,50
515205260,801482345,216223739,10010,50
515841817,883812495,235908291,10010,50
516441412,819711436,215197688,10010,50
516766314,815300060,224762754,10010,50
517177274,889286906,231977605,10010,50
517231467,825488610,288464191,10010,50
517966163,872183997,289759363,10010,50
519080196,888881516,226615323,10010,50
519233091,855473635,265757849,10010,50
520203060,874211621,239299033,10010,50
520433606,825025681,264737884,10010,50
521394623,814258083,209989179,10010,50
521625522,824403689,224606622,10010,50
523514166,863159052,211343935,10010,50
525369919,863277830,219387372,10010,50
525654131,862512380,254055839,10010,50
526764914,822135755,260950800,10010,50
527214079,814001271,215628843,10010,50
529041878,886416391,281995591,10010,50
529231094,887468591,237152257,10010,50
529475242,865487954,202421509,10010,50
529776167,807345983,223678651,10010,50
530669395,836295166,251802833,10010,50
530791974,818258738,295996227,10010,50
532053283,821698841,292837324,10010,50
532602400,808351482,266434513,10010,50
532837207,896477410,224593325,10010,50
535893458,827931078,238384725,10010,50
536821695,823303326,296169048,10010,50
537008340,835667721,283793616,10010,50
537388164,855826635,209474270,10010,50
538220966,875076809,244080955,10010,50
538363237,856387813,245629591,10010,50
539006560,843383461,297626452,10010,50
540733551,835178414,228387891,10010,50
540788104,816218258,210200924,10010,50
540804019,861718261,281143977,10010,50
541804715,850518106,264061947,10010,50
542987468,818139950,227074937,10010,50
543973733,883133208,271894147,10010,50
544626908,848575966,297219782,10010,50
545418556,840977667,271039374,10010,50
546993526,893231047,293350361,10010,50
548447299,891339666,223108071,10010,50
548464610,898259814,222419457,10010,50
549372699,899508006,247078037,10010,50
552495501,897679441,258929758,10010,50
